Norma,Data de publicação,Ementa,Órgão de origem,Assuntos,Texto Integral,Tipo,Filename
RES - RESOLUÇÃO 497/2003,01/10/2003,"Declara de utilidade pública, para instituição de servidão administrativa, em favor da Companhia Energética do Ceará - COELCE, as áreas de terras necessárias à passagem da Linha de Transmissão Tauá - Parambu, nos municípios de Tauá e Parambu, (CE).",ANEEL,"Declaração 
 ",http://www.aneel.gov.br/cedoc/res2003497.pdf,RES,res2003497.pdf
RES - RESOLUÇÃO 499/2002,05/09/2002,"Autoriza a Rima Energética Ltda, a comercializar energia elétrica no âmbito do Mercado Atacadista de Energia Elétrica - MAE.",ANEEL,"Autorização 
 ",http://www.aneel.gov.br/cedoc/res2002499.pdf,RES,res2002499.pdf
REN - RESOLUÇÃO NORMATIVA 501/2012,20/08/2012,Estabelece os procedimentos para o mapeamento dos bens imóveis e das áreas vinculados à concessão de usinas hidrelétricas.,ANEEL,"Fixação 
 ",http://www.aneel.gov.br/cedoc/ren2012501.pdf,REN,ren2012501.pdf
REN - RESOLUÇÃO NORMATIVA 502/2012,14/08/2012,Regulamenta sistemas de medição de energia elétrica de unidades consumidoras do Grupo B.,ANEEL,"Regulamentação 
 ",http://www.aneel.gov.br/cedoc/ren2012502.pdf,REN,ren2012502.pdf
RES - RESOLUÇÃO 501/2002,05/09/2002,"Prorroga os prazos estabelecidos na Resolução ANEEL 103 de 29.03.2001, para a Petróleo Brasileiro S.A - PETROBRAS, implantar e operar a Usina Termelétrica Tres Lagoas, no município de Tres Lagoas, (MS).",ANEEL,"Prorrogação de prazo 
 ",http://www.aneel.gov.br/cedoc/res2002501.pdf,RES,res2002501.pdf
RES - RESOLUÇÃO 502/2003,01/10/2003,"Autoriza a CAT - LEO Energia S.A a alterar a denominação social da Pequena Central Hidrelétrica Palestina, para Pequena Central Hidrelétrica Ivan Botelho II, no rio Pomba, município de Guarani, (MG), bem como autoriza a alteração de potência, e estabelece a energia assegurada da referida PCH.",ANEEL,"Autorização 
 ",http://www.aneel.gov.br/cedoc/res2003502.pdf,RES,res2003502.pdf
RES - RESOLUÇÃO 502/2001,27/11/2001,"Aprova o Manual dos Programas de Pesquisa e Desenvolvimento Tecnológico do Setor Elétrico Brasileiro, versão novembro de 2001.",ANEEL,"Aprovação 
 ",http://www.aneel.gov.br/cedoc/res2001502.pdf,RES,res2001502.pdf
REN - RESOLUÇÃO NORMATIVA 503/2012,14/11/2012,Modifica a estrutura organizacional da ANEEL e altera o Regimento Interno da ANEEL aprovado pela Portaria MME 349 de 28.11.1997.,ANEEL,"Alteração 
 ",http://www.aneel.gov.br/cedoc/ren2012503.pdf,REN,ren2012503.pdf
REN - RESOLUÇÃO NORMATIVA 504/2012,04/10/2012,"Altera a redação dos arts. 1º, 2º, 3º, 4º, 5º, 6º, 7º, 8º, 10, 11, 13 e 17, exclui os parágs. 1º e 2º do art. 9º; bem como inclui o art. 19 na Resolução Normativa ANEEL 316, de 13.05.2008.",ANEEL,"Alteração 
 ",http://www.aneel.gov.br/cedoc/ren2012504.pdf,REN,ren2012504.pdf
REN - RESOLUÇÃO NORMATIVA 505/2012,10/09/2012,Altera a redação dos arts. 2º e 3º da Resolução Normativa ANEEL 421 de 30.11.2010; e altera o art. 6º da Resolução Normativa ANEEL 453 de 18.10.2011.,ANEEL,"Alteração 
 ",http://www.aneel.gov.br/cedoc/ren2012505.pdf,REN,ren2012505.pdf
RES - RESOLUÇÃO 503/2003,01/10/2003,"Autoriza a CAT - LEO Energia S.A a alterar a denominação social da Pequena Central Hidrelétrica Granada, para Pequena Central Hidrelétrica Túlio Cordeiro de Mello, no rio Matipó, município de Abre Campo, (MG), bem como autoriza a alteração de potência, e estabelece a energia assegurada da referida PCH.",ANEEL,"Autorização 
 ",http://www.aneel.gov.br/cedoc/res2003503.pdf,RES,res2003503.pdf
REN - RESOLUÇÃO NORMATIVA 506/2012,19/09/2012,Estabelece as condições de acesso ao sistema de distribuição por meio de conexão a instalações de propriedade de distribuidora a serem seguidas pelos acessantes e pela acessada.,ANEEL,"Fixação 
 ",http://www.aneel.gov.br/cedoc/ren2012506.pdf,REN,ren2012506.pdf
RES - RESOLUÇÃO 504/2003,01/10/2003,"Autoriza a CAT - LEO Energia S.A a alterar a denominação social da Pequena Central Hidrelétrica Triunfo, para Pequena Central Hidrelétrica Ivan Botelho III, no rio Pomba, município de Astolfo Dutra, (MG), bem como autoriza a alteração de potência, e estabelece a energia assegurada da referida PCH.",ANEEL,"Autorização 
 ",http://www.aneel.gov.br/cedoc/res2003504.pdf,RES,res2003504.pdf
REN - RESOLUÇÃO NORMATIVA 507/2012,19/09/2012,"Altera as Resoluções ANEEL 281 de 01.10.1999, a 371 de 29.12.1999, a Resolução Normativa ANEEL 068 de 08.06.2004 e revoga a Resolução Normativa ANEEL 400 de 13.04.2010.",ANEEL,"Alteração 
 ",http://www.aneel.gov.br/cedoc/ren2012507.pdf,REN,ren2012507.pdf
RES - RESOLUÇÃO 508/2003,01/10/2003,"Autoriza a CAT - LEO Energia S.A a alterar a denominação social da Pequena Central Hidrelétrica Cachoeira Encoberta, para Pequena Central Hidrelétrica Ormeo Junqueira Botelho, no rio Glória, município de Muriaé, (MG), bem como autoriza a alteração de potência, e estabelece a energia assegurada da referida PCH.",ANEEL,"Autorização 
 ",http://www.aneel.gov.br/cedoc/res2003508.pdf,RES,res2003508.pdf
REN - RESOLUÇÃO NORMATIVA 509/2012,01/10/2012,"Aprova os Submódulos 5.9 e 6.6 dos Procedimentos de Regulação Tarifária - PRORET, que regulamenta o cálculo do encargo setorial CFURH - Compensação Financeira pela Utilização de Recursos Hídricos e o cálculo da TAR - Tarifa Atualizada de Referência.",ANEEL,"Aprovação 
 ",http://www.aneel.gov.br/cedoc/ren2012509.pdf,REN,ren2012509.pdf
RES - RESOLUÇÃO 507/2003,01/10/2003,"Declara de utilidade pública, para fins de desapropriação, em favor da Eletroriver S.A, áreas de terras necessárias à implantação da Pequena Central Hidrelétrica São Joaquim, no município de Alfredo Chaves, (ES).",ANEEL,"Declaração 
 ",http://www.aneel.gov.br/cedoc/res2003507.pdf,RES,res2003507.pdf
REN - RESOLUÇÃO NORMATIVA 510/2012,22/10/2012,"Estabelece valores de referência especiais para o custo de geração das usinas termelétricas da Eletrobras Amazonas Energia, parcela O&M, em lugar dos respectivos valores do anexo IV da Resolução Normativa ANEEL 427 de 22.02.2011, para fins de ressarcimento pela CCC.",ANEEL,"Fixação 
 ",http://www.aneel.gov.br/cedoc/ren2012510.pdf,REN,ren2012510.pdf
REN - RESOLUÇÃO NORMATIVA 511/2012,29/10/2012,"Aprova as Regras de Comercialização de Energia Elétrica aplicáveis ao Novo Sistema de Contabilização e Liquidação - Novo SCL; bem como altera o art. 1º, da Convenção de Comercialização de Energia Elétrica, instituída pela Resolução Normativa ANEEL 109 de 26.10.2004.",ANEEL,"Aprovação 
 ",http://www.aneel.gov.br/cedoc/ren2012511.pdf,REN,ren2012511.pdf
RES - RESOLUÇÃO 509/2003,01/10/2003,"Autoriza a CAT - LEO Energia S.A a alterar a denominação social da Pequena Central Hidrelétrica Ponte, para Pequena Central Hidrelétrica Ivan Botelho I, no rio Pomba, municípios de Guarani e Descoberto, (MG), bem como autoriza a alteração de potência, e estabelece a energia assegurada da referida PCH.",ANEEL,"Autorização 
 ",http://www.aneel.gov.br/cedoc/res2003509.pdf,RES,res2003509.pdf
RES - RESOLUÇÃO 509/2002,12/09/2002,"Homologa as tarifas de fornecimento de energia elétrica, estabelece a receita anual referente à instalações de conexão e fixa os valores da Taxa de Fiscalização dos Serviços de Energia Elétrica - TFSEE, para o período setembro de 2002 a agosto de 2003, para a Companhia Energética de Goiás - CELG, e revoga o valor da TFSEE para a mesma, fixado pelo Despacho SRE/ANEEL 1.044 de 26.12.2001.",ANEEL,"Homologação 
 ",http://www.aneel.gov.br/cedoc/res2002509.pdf,RES,res2002509.pdf
RES - RESOLUÇÃO 510/2003,01/10/2003,"Autoriza a Jaguari Energética S.A, a ampliar a potência instalada da Pequena Central Hidrelétrica Furnas do Segredo, no rio Jaguari, município de Jaguari, (RS).",ANEEL,"Autorização 
 ",http://www.aneel.gov.br/cedoc/res2003510.pdf,RES,res2003510.pdf
REN - RESOLUÇÃO NORMATIVA 513/2012,05/12/2012,"Aprova a alteração no Manual de Contabilidade do Operador Nacional do Sistema Elétrico - ONS, instituído pela Resolução ANEEL 073 de 11.02.2003.",ANEEL,"Aprovação 
 ",http://www.aneel.gov.br/cedoc/ren2012513.pdf,REN,ren2012513.pdf
REN - RESOLUÇÃO NORMATIVA 514/2012,01/11/2012,"Estabelece as condições para a contratação de Cotas de Garantia Física de Energia e Potência, em observância ao disposto no Decreto 7.805 de 14.09.2012.",ANEEL,"Fixação 
 ",http://www.aneel.gov.br/cedoc/ren2012514.pdf,REN,ren2012514.pdf
REN - RESOLUÇÃO NORMATIVA 515/2012,29/11/2012,"Aprova o Submódulo 5.3 dos Procedimentos de Regulação Tarifária - PRORET, que regulamenta o cálculo das quotas de custeio e das de energia elétrica referente ao Programa de Incentivo às Fontes Alternativas de Energia Elétrica - PROINFA; bem como revoga a Resolução Normativa ANEEL 127 de 06.12.2004.",ANEEL,"Aprovação 
 ",http://www.aneel.gov.br/cedoc/ren2012515.pdf,REN,ren2012515.pdf
RES - RESOLUÇÃO 513/2003,01/10/2003,"Anui com a reestruturação do compartilhamento da concessão de uso de bem público para exploração do Aproveitamento Hidrelétrico Pilão, mediante a transferência de cotas de participação na concessão.",ANEEL,"Anuência 
 ",http://www.aneel.gov.br/cedoc/res2003513.pdf,RES,res2003513.pdf
RES - RESOLUÇÃO 514/2003,01/10/2003,"Acolhe as justificativas de FURNAS Centrais Elétricas S.A, quanto ao adiamento do prazo estabelecido na Resolução ANEEL 335 de 14.08.2001, e reconhece 24.07.2003 como a data da energização da compensação série, na Subestação Samambaia, no Distrito Federal, relativa ao terceiro circuito da Linha de Transmissão Samambaia - Serra da Mesa.",ANEEL,"Acolhimento 
 ",http://www.aneel.gov.br/cedoc/res2003514.pdf,RES,res2003514.pdf
RES - RESOLUÇÃO 513/2002,17/09/2002,"Estabelece os procedimentos para determinação de adicional financeiro devido a sobrecargas que ocasionem perda adicional de vida útil em instalações de transmissão do sistema elétrico, integrantes ou não da rede básica.",ANEEL,"Fixação 
 ",http://www.aneel.gov.br/cedoc/res2002513.pdf,RES,res2002513.pdf
RES - RESOLUÇÃO 515/2003,01/10/2003,"Homologa os montantes de energia e demanda de potência decorrentes de aditamento aos Contratos Iniciais da Companhia Hidro Elétrica do São Francisco - CHESF, conforme previsto no art. 1º do Decreto 4.767 de 26.06.2003, regulamentado pela Resolução ANEEL 331 de 08.07.2003.",ANEEL,"Homologação 
 ",http://www.aneel.gov.br/cedoc/res2003515.pdf,RES,res2003515.pdf
REN - RESOLUÇÃO NORMATIVA 516/2012,27/12/2012,"Altera a redação dos arts. 2º, 183, 184, 185, 187, 188, 189, 190, 191 e a tabela do Relatório da Qualidade do Atendimento Telefônico do Anexo II, da Resolução Normativa ANEEL 414 de 09.09.2010; bem como altera o inciso VI do art. 6º da Resolução Normativa ANEEL 470 de 13.12.2011, a qual estabelece as condições gerais de fornecimento de energia elétrica.",ANEEL,"Alteração 
 ",http://www.aneel.gov.br/cedoc/ren2012516.pdf,REN,ren2012516.pdf
REN - RESOLUÇÃO NORMATIVA 517/2012,14/12/2012,"Altera a Resolução Normativa ANEEL 482 de 17.04.2012, aprova a revisão 6 do Módulo 1 e a revisão 5 do Módulo 3 dos Procedimentos de Distribuição - PRODIST.",ANEEL,"Alteração 
 ",http://www.aneel.gov.br/cedoc/ren2012517.pdf,REN,ren2012517.pdf
RES - RESOLUÇÃO 516/2003,03/10/2003,Autoriza a Companhia Energética de Goiás - CELG a praticar as tarifas constantes do art. 1º das Resoluções ANEEL 467 e 468 de 11.09.2003.,ANEEL,"Autorização 
 ",http://www.aneel.gov.br/cedoc/res2003516.pdf,RES,res2003516.pdf
REN - RESOLUÇÃO NORMATIVA 519/2012,27/12/2012,"Altera a Convenção de Comercialização de Energia Elétrica, estebelece a periodicidade de envio de informações de custos de demonstrativos de gastos efetivos, e aprova a estimativa dos custos administrativos, financeiros e tributários a serem incorridos nos anos 2012 e 2013, pela Câmara de Comercialização de Energia Elétrica - CCEE, na liquidação relativas a cotas de que trata o Decreto 7.805 de 2012.",ANEEL,"Alteração 
 ",http://www.aneel.gov.br/cedoc/ren2012519.pdf,REN,ren2012519.pdf
RES - RESOLUÇÃO 517/2003,03/10/2003,Autoriza a Companhia Hidroelétrica São Patrício - CHESP a praticar as tarifas constantes do art. 1º da Resolução ANEEL 469 de 11.09.2003.,ANEEL,"Autorização 
 ",http://www.aneel.gov.br/cedoc/res2003517.pdf,RES,res2003517.pdf
RES - RESOLUÇÃO 518/2003,06/10/2003,"Altera o art. 1º da Resolução ANEEL 310 de 30.06.2003, que aprovou o orçamento econômico do Operador Nacional do Sistema Elétrico - ONS para o exercício de 2003.",ANEEL,"Alteração 
 ",http://www.aneel.gov.br/cedoc/res2003518.pdf,RES,res2003518.pdf
RES - RESOLUÇÃO 519/2003,09/10/2003,"Autoriza, para fins de regularização, a Viralcool Açúcar e Álcool Ltda, a estabelecer-se como Produtor Independente de Energia Elétrica, mediante a exploração da central geradora termelétrica Viralcool, no município de Pitangueiras, (SP), para comercialização da energia elétrica produzida.",ANEEL,"Autorização 
 ",http://www.aneel.gov.br/cedoc/res2003519.pdf,RES,res2003519.pdf
REN - RESOLUÇÃO NORMATIVA 521/2012,14/12/2012,"Dispõe sobre o cálculo da alocação inicial de cotas de garantia física e potência, da definição dos Contratos de Comercialização de Energia Elétrica no Ambiente Regulado - CCEAR sujeitos à cessão compulsória e redução de montantes, e da revisão extraordinária das tarifas de distribuição, nos termos da Medida Provisória 579 de 11.09.2012.",ANEEL,"Cálculo 
 ",http://www.aneel.gov.br/cedoc/ren2012521.pdf,REN,ren2012521.pdf
REN - RESOLUÇÃO NORMATIVA 522/2012,26/02/2013,"Altera a redação dos artigos 65, 66, 67 e 71 da Resolução Normativa ANEEL 417 de 23.11.2010, que passam a vigorar conforme descrito no artigo 1º desta resolução.",ANEEL,"Alteração 
 ",http://www.aneel.gov.br/cedoc/ren2012522.pdf,REN,ren2012522.pdf
RES - RESOLUÇÃO 521/2003,09/10/2003,"Autoriza a Concessionária Mosquitão S.A - COMOSA a alterar a potência instalada da Pequena Central Hidrelétrica Mosquitão, no rio Caiapó, municípios de Iporá e Arenópolis, (GO), prorroga os prazos estabelecidos no inciso I, art. 3º, bem como altera o parágrafo único do art. 4º da Resolução ANEEL 142 de 26.03.2002, que fixa o percentual de redução a ser aplicado às tarifas de uso dos sistemas elétricos de transmissão e de distribuição.",ANEEL,"Autorização 
 ",http://www.aneel.gov.br/cedoc/res2003521.pdf,RES,res2003521.pdf
RES - RESOLUÇÃO 520/2001,03/12/2001,"Autoriza a Ibiritermo Ltda, a estabelecer-se como Produtor Independente de Energia Elétrica, mediante a exploração da central geradora termelétrica Ibirité, no município de Ibirité, (MG), a proceder alterações no cronograma  da Fase I, e ampliar a capacidade instalada da mesma, para comercialização da energia elétrica produzida.",ANEEL,"Autorização 
 ",http://www.aneel.gov.br/cedoc/res2001520.pdf,RES,res2001520.pdf
RES - RESOLUÇÃO 523/2003,09/10/2003,"Autoriza a Fuhrländer Energia Brasil Ltda a alterar a potência instalada da Central Geradora, município de São Gonçalo do Amarante, (CE), prorroga os prazos estabelecidos no inciso I, art. 2º, bem como acrescenta o parágrafo único ao art. 3º da Resolução ANEEL 657 de 26.12.2001, que fixa o percentual de redução a ser aplicado às tarifas de uso dos sistemas elétricos de transmissão e de distribuição .",ANEEL,"Autorização 
 ",http://www.aneel.gov.br/cedoc/res2003523.pdf,RES,res2003523.pdf
RES - RESOLUÇÃO 528/2003,09/10/2003,"Declara de utilidade pública, para instituição de servidão administrativa, em favor da Centrais Elétricas Matogrossenses - CEMAT, as áreas de terras necessárias à passagem da Linha de Transmissão Couto Magalhães - Ferronorte, no Estado de Mato Grosso.",ANEEL,"Declaração 
 ",http://www.aneel.gov.br/cedoc/res2003528.pdf,RES,res2003528.pdf
RES - RESOLUÇÃO 527/2003,09/10/2003,"Estabelece a energia assegurada referente a Pequena Central Hidrelétrica Faxinal dos Guedes, no rio Chapecozinho, município de Faxinal dos Guedes, (SC), de propriedade da Hidrelétrica Rossi Ltda.",ANEEL,"Fixação 
 ",http://www.aneel.gov.br/cedoc/res2003527.pdf,RES,res2003527.pdf
REN - RESOLUÇÃO NORMATIVA 529/2012,28/12/2012,"Aprova o Submódulo 6.7 dos Procedimentos de Regulação Tarifária - PRORET, o qual estabelece os procedimentos para cálculo da receita de venda da energia elétrica das Centrais de Geração Nucleoelétricas Angra 1 e 2, e altera a tabela XVI do Manual de Controle Patrimonial do Setor Elétrico - MCPSE.",ANEEL,"Aprovação 
 ",http://www.aneel.gov.br/cedoc/ren2012529.pdf,REN,ren2012529.pdf
REN - RESOLUÇÃO NORMATIVA 530/2012,28/12/2012,"Estabelece a metodologia para o cálculo das cotas-parte das centrais de geração Angra 1 e Angra 2 pertencentes à Eletrobrás Termonuclear S.A - Eletronuclear e as condições para a comercialização da energia proveniente dessas usinas, em observância ao disposto na Lei 12.111 de 09.12.2009; bem como altera os arts. 2º, 24 e 32, da Convenção de Comercialização de Energia Elétrica, no anexo da Resolução Normativa ANEEL 109 de 26.10.2004.",ANEEL,"Fixação 
 ",http://www.aneel.gov.br/cedoc/ren2012530.pdf,REN,ren2012530.pdf
RES - RESOLUÇÃO 529/2003,14/10/2003,"Declara de utilidade pública, para instituição de servidão administrativa, em favor da Companhia de Eletricidade do Estado da Bahia - COELBA, as áreas de terras necessárias à passagem da Linha de Transmissão Centro de Convenções - Trancoso, no município de Porto Seguro, (BA).",ANEEL,"Declaração 
 ",http://www.aneel.gov.br/cedoc/res2003529.pdf,RES,res2003529.pdf
RES - RESOLUÇÃO 530/2003,15/10/2003,"Autoriza a Usina Colombo S.A - Açúcar e Álcool, a estabelecer-se como Produtor Independente de Energia Elétrica mediante a exploração da central geradora termelétrica Colombo, no município de Ariranha, (SP), para comercialização da energia elétrica produzida, bem como autoriza a ampliação da mesma, reconhece seu enquadramento, em regime precário, na modalidade de cogeração qualificada,  e fixa o percentual de redução a ser aplicado às tarifas de uso dos sistemas elétricos de transmissão e de distribuição.",ANEEL,"Autorização 
 ",http://www.aneel.gov.br/cedoc/res2003530.pdf,RES,res2003530.pdf
RES - RESOLUÇÃO 532/2003,15/10/2003,"Anui com a proposta de transferência do controle societário da Transmissora Sudeste - Nordeste S.A - TSN, detido pela Enelpower S.p.A., para a Terna S.p.A.",ANEEL,"Anuência 
 ",http://www.aneel.gov.br/cedoc/res2003532.pdf,RES,res2003532.pdf
REN - RESOLUÇÃO NORMATIVA 533/2013,28/01/2013,Aprova as Regras de Comercialização de Energia Elétrica aplicáveis ao Novo Sistema de Contabilização e Liquidação - Novo SCL; bem como revoga o art. 6º da Resolução Normativa SEM/ANEEL 452 de 11.10.2011.,ANEEL,"Aprovação 
 ",http://www.aneel.gov.br/cedoc/ren2013533.pdf,REN,ren2013533.pdf
REN - RESOLUÇÃO NORMATIVA 534/2013,01/02/2013,"Altera o parágrafo 21 do Submódulo 2.5 dos Procedimentos de Regulação Tarifária - PRORET, aprovado pela Resolução Normativa ANEEL 457 de 08.11.2011.",ANEEL,"Alteração 
 ",http://www.aneel.gov.br/cedoc/ren2013534.pdf,REN,ren2013534.pdf
RES - RESOLUÇÃO 533/2003,15/10/2003,"Anui com a proposta de transferência do controle societário da Novatrans Energia S.A, detido pela Enelpower S.p.A., para a Terna S.p.A.",ANEEL,"Anuência 
 ",http://www.aneel.gov.br/cedoc/res2003533.pdf,RES,res2003533.pdf
REN - RESOLUÇÃO NORMATIVA 537/2013,15/03/2013,"Aprova os Submódulos 8.1, 8.3 e 10.3 dos Procedimentos de Regulação Tarifária - PRORET, os quais definem conceitos gerais, metodologias aplicáveis, procedimentos gerais a serem aplicados ao processo de definição da Estrutura Tarifária e a organização geral e os prazos para execução dos processoss relativos ao Primeiro ciclo de revisões tarifárias periódicas das permissionárias de serviço público de distribuição de energia elétrica (1CRTP-P).",ANEEL,"Aprovação 
 ",http://www.aneel.gov.br/cedoc/ren2013537.pdf,REN,ren2013537.pdf
RES - RESOLUÇÃO 536/2002,02/10/2002,"Autoriza, para fins de regularização, a Centrais Elétricas Matogrossenses S.A - CEMAT, a explorar a central geradora termelétrica Sapezal, no município de Sapezal, (MT), para o serviço público de energia elétrica.",ANEEL,"Autorização 
 ",http://www.aneel.gov.br/cedoc/res2002536.pdf,RES,res2002536.pdf
RES - RESOLUÇÃO 537/2003,15/10/2003,"Autoriza a Guascor Geratec Ltda, a estabelecer-se como Produtor Independente de energia elétrica mediante a exploração do potencial hidráulico Pequena Central Hidrelétrica Ouro, no rio Marmeleiro, município de Barracão, (RS), para comercialização da energia elétrica produzida.",ANEEL,"Autorização 
 ",http://www.aneel.gov.br/cedoc/res2003537.pdf,RES,res2003537.pdf
REN - RESOLUÇÃO NORMATIVA 538/2013,25/03/2013,"Estabelece procedimentos relativos ao Cadastro de Inadimplentes com Obrigações Intrassetoriais, bem como disciplina a solicitação e a emissão eletrônica do Certificado de Adimplemento; e revoga a Resolução Normativa ANEEL 358 de 31.03.2009.",ANEEL,"Fixação 
 ",http://www.aneel.gov.br/cedoc/ren2013538.pdf,REN,ren2013538.pdf
RES - RESOLUÇÃO 538/2003,15/10/2003,"Altera o art. 1º da Resolução ANEEL 637 de 22.11.2002, que autoriza a Centrais Elétricas Salto dos Dardanelos Ltda a estabelecer-se como Produtor Independente de Energia Elétrica, mediante o aproveitamento do potencial hidráulico Pequena Central Hidrelétrica Faxinal II, no rio Aripuanã, município de Aripuanã, (MT), bem como reconhece o enquadramento da citada empresa na sub-rogação do direito de uso da Conta de Consumo de Combustíveis Fósseis - CCC.",ANEEL,"Alteração 
 ",http://www.aneel.gov.br/cedoc/res2003538.pdf,RES,res2003538.pdf
RES - RESOLUÇÃO 538/2000,15/12/2000,"Autoriza a transferência do controle acionário da Energética Rio Pedrinho S.A, de propriedade da Goetze Lobato Engenharia Ltda, para a Brascan Energética S.A.",ANEEL,"Autorização 
 ",http://www.aneel.gov.br/cedoc/res2000538.pdf,RES,res2000538.pdf
RES - RESOLUÇÃO 539/2003,15/10/2003,"Autoriza a Cesbe S.A - Engenharia e Empreendimentos, a estabelecer-se como Produtor Independente de energia elétrica mediante a exploração do potencial hidráulico Pequena Central Hidrelétrica Toca do Tigre, no rio Turvo, municípios de Campo Novo e Braga, (RS), para comercialização da energia elétrica produzida.",ANEEL,"Autorização 
 ",http://www.aneel.gov.br/cedoc/res2003539.pdf,RES,res2003539.pdf
REN - RESOLUÇÃO NORMATIVA 541/2013,25/03/2013,Estabelece as disposições relativas ao padrão de qualidade do serviço de geração de energia elétrica prestado por concessionárias de usinas hidrelétricas alcançadas pela Lei 12.783 de 11.01.2013 e o Decreto 7.805 de 14.09.2012.,ANEEL,"Fixação 
 ",http://www.aneel.gov.br/cedoc/ren2013541.pdf,REN,ren2013541.pdf
REN - RESOLUÇÃO NORMATIVA 542/2013,28/03/2013,"Aprova alterações no Manual de Contabilidade do Operador Nacional do Sistema Elétrico - ONS, instituído pela Resolução ANEEL 073, de 11.02.2003.",ANEEL,"Aprovação 
 ",http://www.aneel.gov.br/cedoc/ren2013542.pdf,REN,ren2013542.pdf
REN - RESOLUÇÃO NORMATIVA 543/2013,05/04/2013,"Altera os Módulos 2, 6 e 7 dos Procedimentos de Distribuição de Energia Elétrica no Sistema Elétrico Nacional - PRODIST, bem como o submódulo 7.3 dos Procedimentos de Regulação Tarifária - PRORET.",ANEEL,"Alteração 
 ",http://www.aneel.gov.br/cedoc/ren2013543.pdf,REN,ren2013543.pdf
RES - RESOLUÇÃO 541/2003,15/10/2003,"Prorroga os prazos estabelecidos no inciso I do art. 2º, e acrescenta parágrafo único ao art. 4º, da RES ANEEL 030 de 23.01.2002, para a Cooperativa de Energia, Comunicação e Desenvolvimento do Vale do Siriji Ltda - CERSIL, implantar e operar a central geradora eólica Pirauá, no município de Macaparana, (PE), bem como define o percentual de redução a ser aplicado às tarifas de uso dos sistemas elétricos de transmissão e de distribuição.",ANEEL,"Prorrogação de prazo 
 ",http://www.aneel.gov.br/cedoc/res2003541.pdf,RES,res2003541.pdf
RES - RESOLUÇÃO 542/2003,15/10/2003,"Autoriza a Firenze Energética Ltda, a estabelecer-se como Produtor Independente de energia elétrica, mediante a exploração do potencial hidráulico Pequena Central Hidrelétrica Santana I, no rio Santana, município de Nortelândia, (MT), para comercialização da energia elétrica produzida.",ANEEL,"Autorização 
 ",http://www.aneel.gov.br/cedoc/res2003542.pdf,RES,res2003542.pdf
RES - RESOLUÇÃO 542/2002,04/10/2002,"Prorroga o prazo para início da operação comercial da Subestação Seccionadora Bom Despacho 3, no município de Bom Despacho, (MG), autorizada à Companhia Energética de Minas Gerais - CEMIG, pela Resolução ANEEL 068 de 06.02.2002.",ANEEL,"Prorrogação de prazo 
 ",http://www.aneel.gov.br/cedoc/res2002542.pdf,RES,res2002542.pdf
REN - RESOLUÇÃO NORMATIVA 545/2013,23/04/2013,"Estabelece disciplina atinente ao desligamento de agentes e à impugnação de atos praticados na Câmara de Comercialização de Energia Elétrica - CCEE; altera o parág. 4º, do art. 47, do Anexo, da Resolução Normativa ANEEL 273 de 10.07.2007; altera os arts. 3º, 11, 15, 24 e 28, do Anexo, da Resolução Normativa ANEEL 109 de 26.10.2004; altera os arts. 7º, 11 e 13, da Resolução Normativa ANEEL 063 de 12.05.2004; e revogam, após cento e vinte dias da publicação, os arts. 11 a 14 da Resolução Normativa ANEEL 376 de 25.08.2009.",ANEEL,"Fixação 
 ",http://www.aneel.gov.br/cedoc/ren2013545.pdf,REN,ren2013545.pdf
REN - RESOLUÇÃO NORMATIVA 544/2013,11/04/2013,"Altera o parágrafo 39 do Submódulo 2.3 dos Procedimentos de Regulação Tarifária - PRORET, aprovado pela Resolução Normativa ANEEL 457 de 08.11.2011.",ANEEL,"Alteração 
 ",http://www.aneel.gov.br/cedoc/ren2013544.pdf,REN,ren2013544.pdf
RES - RESOLUÇÃO 545/2003,15/10/2003,"Autoriza a Companhia de Transmissão de Energia Elétrica Paulista - CTEEP, a implantar novas instalações de transmissão de energia elétrica, nas Subestações relacionadas, no Estado de São Paulo, integrantes da rede básica do sistema elétrico interligado, estabelece os valores da receita anual permitida, bem como aplica sobre estes valores o percentual referente à quota anual da Reserva Global de Reversão - RGR.",ANEEL,"Autorização 
 ",http://www.aneel.gov.br/cedoc/res2003545.pdf,RES,res2003545.pdf
REN - RESOLUÇÃO NORMATIVA 546/2013,31/05/2013,"Altera as Resoluções Normativas ANEEL 390 e 391, de 15.12.2009.",ANEEL,"Alteração 
 ",http://www.aneel.gov.br/cedoc/ren2013546.pdf,REN,ren2013546.pdf
RES - RESOLUÇÃO 545/2002,09/10/2002,"Autoriza a Construtora Barbosa Mello S.A, estabelecer-se como Produtor Independente de Energia Elétrica, mediante a exploração do potencial hidráulico Pequena Central Hidrelétrica Senhora do Porto, no rio Guanhães, município de Dores do Guanhães, (MG), para comercialização da energia elétrica produzida.",ANEEL,"Autorização 
 ",http://www.aneel.gov.br/cedoc/res2002545.pdf,RES,res2002545.pdf
RES - RESOLUÇÃO 545/2000,15/12/2000,"Autoriza a regularização da implantação da Usina Termelétrica Guarani, realizada pela Açúcar Guarani S.A, no município de Severínia, (SP), na condição de autoprodutor de energia elétrica, para uso exclusivo.",ANEEL,"Autorização 
 ",http://www.aneel.gov.br/cedoc/res2000545.pdf,RES,res2000545.pdf
